Timestamp, Time_Elapsed(s), Angle(deg)
-------------------------------------
15:58:05.724, 1103.449, 46.67
15:58:05.725, 1103.449, 46.67
15:58:05.726, 1103.449, 46.67
15:58:05.726, 1103.449, 46.67
15:58:05.728, 1103.449, 46.67
15:58:05.728, 1103.449, 46.67
15:58:05.729, 1103.449, 46.67
15:58:05.730, 1103.449, 46.67
15:58:05.730, 1103.449, 46.67
15:58:05.731, 1103.449, 46.67
15:58:05.732, 1103.449, 46.67
15:58:05.732, 1103.449, 46.67
15:58:05.733, 1103.449, 46.67
15:58:05.733, 1103.449, 46.67
15:58:05.734, 1103.449, 46.67
15:58:05.735, 1103.449, 46.67
15:58:05.735, 1103.449, 46.67
15:58:05.736, 1103.449, 46.67
15:58:05.740, 1103.449, 46.67
15:58:05.743, 1103.449, 46.67
15:58:05.785, 1103.511, 46.67
15:58:05.786, 1103.511, 46.67
15:58:05.787, 1103.511, 46.67
15:58:05.787, 1103.511, 46.67
15:58:05.788, 1103.511, 46.67
15:58:05.788, 1103.511, 46.67
15:58:05.789, 1103.511, 46.67
15:58:05.790, 1103.511, 46.67
15:58:05.790, 1103.511, 46.67
15:58:05.791, 1103.511, 46.67
15:58:05.791, 1103.511, 46.67
15:58:05.792, 1103.511, 46.67
15:58:05.794, 1103.511, 46.76
15:58:05.798, 1103.511, 46.76
15:58:05.801, 1103.511, 46.76
15:58:05.849, 1103.575, 46.76
15:58:05.850, 1103.575, 46.76
15:58:05.851, 1103.575, 46.76
15:58:05.851, 1103.575, 46.76
15:58:05.852, 1103.575, 46.76
15:58:05.853, 1103.575, 46.76
15:58:05.854, 1103.575, 46.76
15:58:05.855, 1103.575, 46.76
15:58:05.855, 1103.575, 46.76
15:58:05.856, 1103.575, 46.76
15:58:05.856, 1103.575, 46.76
15:58:05.857, 1103.575, 46.76
15:58:05.858, 1103.575, 46.76
15:58:05.858, 1103.575, 46.76
15:58:05.859, 1103.575, 46.76
15:58:05.912, 1103.638, 46.76
15:58:05.913, 1103.638, 46.76
15:58:05.914, 1103.638, 46.76
15:58:05.915, 1103.638, 46.76
15:58:05.916, 1103.638, 46.76
15:58:05.917, 1103.638, 46.76
15:58:05.918, 1103.638, 46.76
15:58:05.919, 1103.638, 46.76
15:58:05.919, 1103.638, 46.76
15:58:05.920, 1103.638, 46.76
15:58:05.921, 1103.638, 46.76
15:58:05.921, 1103.638, 46.76
15:58:05.922, 1103.638, 46.76
15:58:05.923, 1103.638, 46.76
15:58:05.923, 1103.638, 46.76
15:58:05.924, 1103.638, 46.76
15:58:05.925, 1103.638, 46.76
15:58:05.929, 1103.638, 46.76
15:58:05.933, 1103.638, 46.76
15:58:05.937, 1103.638, 46.76
15:58:05.940, 1103.638, 46.76
15:58:05.974, 1103.699, 46.76
15:58:05.974, 1103.699, 46.76
15:58:05.975, 1103.699, 46.76
15:58:05.975, 1103.699, 46.76
15:58:05.976, 1103.699, 46.76
15:58:05.977, 1103.699, 46.76
15:58:05.977, 1103.699, 46.76
15:58:05.978, 1103.699, 46.76
15:58:05.979, 1103.699, 46.76
15:58:05.979, 1103.699, 46.67
15:58:05.983, 1103.699, 46.58
15:58:05.987, 1103.699, 46.41
15:58:05.991, 1103.699, 46.23
15:58:05.994, 1103.699, 45.97
15:58:06.038, 1103.763, 45.79
15:58:06.038, 1103.763, 45.44
15:58:06.039, 1103.763, 45.09
15:58:06.039, 1103.763, 44.74
15:58:06.040, 1103.763, 44.30
15:58:06.041, 1103.763, 43.86
15:58:06.041, 1103.763, 43.42
15:58:06.042, 1103.763, 42.89
15:58:06.042, 1103.763, 42.45
15:58:06.043, 1103.763, 41.92
15:58:06.044, 1103.763, 41.40
15:58:06.044, 1103.763, 40.61
15:58:06.045, 1103.763, 39.55
15:58:06.048, 1103.763, 38.41
15:58:06.099, 1103.824, 36.91
15:58:06.100, 1103.824, 35.24
15:58:06.100, 1103.824, 33.40
15:58:06.101, 1103.824, 31.29
15:58:06.102, 1103.824, 29.00
15:58:06.102, 1103.824, 26.54
15:58:06.103, 1103.824, 23.91
15:58:06.103, 1103.824, 21.18
15:58:06.104, 1103.824, 18.19
15:58:06.105, 1103.824, 15.12
15:58:06.105, 1103.824, 11.78
15:58:06.106, 1103.824, 8.35
15:58:06.106, 1103.824, 4.92
15:58:06.107, 1103.824, 1.32
15:58:06.108, 1103.824, -2.46
15:58:06.110, 1103.824, -6.33
15:58:06.114, 1103.824, -10.20
15:58:06.118, 1103.824, -14.15
15:58:06.122, 1103.824, -18.11
15:58:06.126, 1103.824, -22.15
15:58:06.129, 1103.824, -26.19
15:58:06.161, 1103.886, -30.23
15:58:06.161, 1103.886, -34.28
15:58:06.162, 1103.886, -38.23
15:58:06.163, 1103.886, -42.19
15:58:06.163, 1103.886, -46.05
15:58:06.164, 1103.886, -49.83
15:58:06.164, 1103.886, -53.53
15:58:06.165, 1103.886, -57.04
15:58:06.166, 1103.886, -60.56
15:58:06.168, 1103.886, -63.81
15:58:06.172, 1103.886, -66.97
15:58:06.176, 1103.886, -69.87
15:58:06.180, 1103.886, -72.60
15:58:06.183, 1103.886, -74.97
15:58:06.222, 1103.948, -77.17
15:58:06.223, 1103.948, -79.01
15:58:06.223, 1103.948, -80.60
15:58:06.224, 1103.948, -81.83
15:58:06.225, 1103.948, -82.88
15:58:06.225, 1103.948, -83.58
15:58:06.226, 1103.948, -83.94
15:58:06.227, 1103.948, -84.02
15:58:06.228, 1103.948, -83.85
15:58:06.228, 1103.948, -83.32
15:58:06.229, 1103.948, -82.44
15:58:06.230, 1103.948, -81.39
